Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
1572.4	30.000	2.2874	0.43718	83.547	96.662	141.58	40.092	49.533	950.46	0.54355	undefined	undefined	supercritical
1574.6	30.000	2.2840	0.43784	83.637	96.772	141.65	40.110	49.546	951.12	0.54085	undefined	undefined	supercritical
1576.9	30.000	2.2806	0.43849	83.727	96.882	141.72	40.129	49.559	951.78	0.53815	undefined	undefined	supercritical
1579.1	30.000	2.2772	0.43914	83.817	96.991	141.79	40.147	49.572	952.43	0.53547	undefined	undefined	supercritical
1581.3	30.000	2.2738	0.43980	83.907	97.101	141.86	40.165	49.585	953.09	0.53280	undefined	undefined	supercritical
1583.5	30.000	2.2704	0.44045	83.997	97.211	141.93	40.183	49.599	953.74	0.53015	undefined	undefined	supercritical
1585.7	30.000	2.2671	0.44110	84.088	97.321	142.00	40.202	49.612	954.39	0.52751	undefined	undefined	supercritical
1587.9	30.000	2.2637	0.44175	84.178	97.430	142.07	40.220	49.625	955.05	0.52488	undefined	undefined	supercritical
1590.1	30.000	2.2604	0.44240	84.268	97.540	142.14	40.238	49.638	955.70	0.52226	undefined	undefined	supercritical
1592.3	30.000	2.2570	0.44306	84.359	97.650	142.20	40.256	49.651	956.35	0.51965	undefined	undefined	supercritical
1594.6	30.000	2.2537	0.44371	84.449	97.760	142.27	40.274	49.665	957.00	0.51706	undefined	undefined	supercritical
1596.8	30.000	2.2504	0.44436	84.539	97.870	142.34	40.292	49.678	957.65	0.51448	undefined	undefined	supercritical
1599.0	30.000	2.2471	0.44501	84.630	97.980	142.41	40.311	49.691	958.30	0.51191	undefined	undefined	supercritical
1601.2	30.000	2.2439	0.44566	84.720	98.090	142.48	40.329	49.704	958.95	0.50935	undefined	undefined	supercritical
