Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
837.58	0.10000	0.014368	69.601	58.393	65.353	162.29	30.899	39.241	700.28	3.9617	31.178	0.074630	vapor
839.79	0.10000	0.014330	69.785	58.461	65.440	162.40	30.927	39.269	701.14	3.9320	31.268	0.074911	vapor
842.00	0.10000	0.014292	69.970	58.530	65.527	162.50	30.954	39.296	701.99	3.9026	31.357	0.075192	vapor
844.22	0.10000	0.014254	70.154	58.599	65.614	162.60	30.982	39.324	702.85	3.8735	31.446	0.075473	vapor
846.43	0.10000	0.014217	70.338	58.667	65.701	162.71	31.010	39.351	703.71	3.8447	31.535	0.075754	vapor
848.64	0.10000	0.014180	70.523	58.736	65.788	162.81	31.038	39.379	704.56	3.8162	31.624	0.076036	vapor
850.86	0.10000	0.014143	70.707	58.805	65.875	162.91	31.066	39.407	705.41	3.7880	31.713	0.076318	vapor
853.07	0.10000	0.014106	70.891	58.873	65.963	163.02	31.093	39.434	706.27	3.7601	31.802	0.076600	vapor
855.28	0.10000	0.014069	71.076	58.942	66.050	163.12	31.121	39.462	707.12	3.7324	31.891	0.076883	vapor
857.50	0.10000	0.014033	71.260	59.011	66.137	163.22	31.149	39.489	707.96	3.7050	31.980	0.077166	vapor
859.71	0.10000	0.013997	71.444	59.080	66.225	163.32	31.177	39.517	708.81	3.6779	32.069	0.077449	vapor
861.92	0.10000	0.013961	71.629	59.149	66.312	163.42	31.205	39.545	709.66	3.6510	32.158	0.077732	vapor
864.14	0.10000	0.013925	71.813	59.219	66.400	163.52	31.233	39.572	710.50	3.6245	32.247	0.078016	vapor
866.35	0.10000	0.013889	71.997	59.288	66.487	163.63	31.261	39.600	711.35	3.5981	32.336	0.078300	vapor
868.56	0.10000	0.013854	72.182	59.357	66.575	163.73	31.289	39.628	712.19	3.5721	32.425	0.078584	vapor
870.78	0.10000	0.013819	72.366	59.426	66.663	163.83	31.317	39.656	713.03	3.5463	32.513	0.078868	vapor
872.99	0.10000	0.013784	72.550	59.496	66.751	163.93	31.345	39.683	713.87	3.5207	32.602	0.079153	vapor
875.20	0.10000	0.013749	72.735	59.565	66.839	164.03	31.373	39.711	714.71	3.4954	32.691	0.079438	vapor
877.42	0.10000	0.013714	72.919	59.635	66.926	164.13	31.401	39.739	715.55	3.4704	32.779	0.079723	vapor
879.63	0.10000	0.013679	73.103	59.704	67.014	164.23	31.429	39.767	716.39	3.4455	32.868	0.080009	vapor
881.84	0.10000	0.013645	73.287	59.774	67.103	164.33	31.457	39.795	717.22	3.4210	32.956	0.080294	vapor
884.06	0.10000	0.013611	73.472	59.843	67.191	164.43	31.485	39.823	718.06	3.3966	33.045	0.080580	vapor
886.27	0.10000	0.013577	73.656	59.913	67.279	164.53	31.513	39.850	718.89	3.3725	33.133	0.080866	vapor
888.49	0.10000	0.013543	73.840	59.983	67.367	164.63	31.541	39.878	719.72	3.3486	33.221	0.081153	vapor
890.70	0.10000	0.013509	74.025	60.053	67.455	164.73	31.569	39.906	720.55	3.3250	33.310	0.081439	vapor
892.91	0.10000	0.013475	74.209	60.123	67.544	164.83	31.597	39.934	721.38	3.3016	33.398	0.081726	vapor
895.13	0.10000	0.013442	74.393	60.193	67.632	164.93	31.625	39.962	722.21	3.2784	33.486	0.082013	vapor
897.34	0.10000	0.013409	74.577	60.263	67.721	165.02	31.653	39.990	723.03	3.2554	33.574	0.082301	vapor
899.55	0.10000	0.013376	74.762	60.333	67.809	165.12	31.681	40.018	723.86	3.2326	33.663	0.082588	vapor
901.77	0.10000	0.013343	74.946	60.403	67.898	165.22	31.710	40.046	724.68	3.2100	33.751	0.082876	vapor
903.98	0.10000	0.013310	75.130	60.473	67.986	165.32	31.738	40.074	725.51	3.1877	33.839	0.083164	vapor
906.19	0.10000	0.013278	75.314	60.544	68.075	165.42	31.766	40.102	726.33	3.1655	33.927	0.083453	vapor
908.41	0.10000	0.013245	75.499	60.614	68.164	165.52	31.794	40.130	727.15	3.1436	34.015	0.083741	vapor
910.62	0.10000	0.013213	75.683	60.684	68.253	165.61	31.822	40.158	727.97	3.1219	34.103	0.084030	vapor
912.83	0.10000	0.013181	75.867	60.755	68.342	165.71	31.850	40.186	728.79	3.1004	34.190	0.084319	vapor
915.05	0.10000	0.013149	76.052	60.826	68.431	165.81	31.879	40.214	729.61	3.0790	34.278	0.084609	vapor
917.26	0.10000	0.013117	76.236	60.896	68.520	165.91	31.907	40.242	730.42	3.0579	34.366	0.084898	vapor
919.47	0.10000	0.013086	76.420	60.967	68.609	166.00	31.935	40.270	731.24	3.0369	34.454	0.085188	vapor
921.69	0.10000	0.013054	76.604	61.038	68.698	166.10	31.963	40.298	732.05	3.0162	34.542	0.085478	vapor
923.90	0.10000	0.013023	76.789	61.108	68.787	166.20	31.991	40.326	732.87	2.9956	34.629	0.085768	vapor
926.11	0.10000	0.012992	76.973	61.179	68.877	166.29	32.020	40.354	733.68	2.9752	34.717	0.086058	vapor
928.33	0.10000	0.012961	77.157	61.250	68.966	166.39	32.048	40.382	734.49	2.9550	34.804	0.086349	vapor
930.54	0.10000	0.012930	77.341	61.321	69.055	166.48	32.076	40.410	735.30	2.9350	34.892	0.086640	vapor
932.75	0.10000	0.012899	77.526	61.392	69.145	166.58	32.104	40.438	736.11	2.9152	34.979	0.086931	vapor
934.97	0.10000	0.012868	77.710	61.463	69.234	166.68	32.133	40.466	736.91	2.8955	35.067	0.087222	vapor
937.18	0.10000	0.012838	77.894	61.534	69.324	166.77	32.161	40.494	737.72	2.8761	35.154	0.087514	vapor
939.39	0.10000	0.012808	78.078	61.606	69.414	166.87	32.189	40.522	738.53	2.8568	35.242	0.087806	vapor
941.61	0.10000	0.012778	78.263	61.677	69.503	166.96	32.217	40.551	739.33	2.8376	35.329	0.088098	vapor
943.82	0.10000	0.012748	78.447	61.748	69.593	167.06	32.246	40.579	740.13	2.8187	35.416	0.088390	vapor
946.03	0.10000	0.012718	78.631	61.820	69.683	167.15	32.274	40.607	740.93	2.7999	35.503	0.088682	vapor
948.25	0.10000	0.012688	78.815	61.891	69.773	167.25	32.302	40.635	741.73	2.7812	35.590	0.088975	vapor
950.46	0.10000	0.012658	78.999	61.963	69.863	167.34	32.330	40.663	742.53	2.7628	35.678	0.089268	vapor
952.67	0.10000	0.012629	79.184	62.034	69.953	167.44	32.359	40.691	743.33	2.7445	35.765	0.089561	vapor
954.89	0.10000	0.012600	79.368	62.106	70.043	167.53	32.387	40.719	744.13	2.7263	35.852	0.089854	vapor
957.10	0.10000	0.012570	79.552	62.178	70.133	167.63	32.415	40.747	744.93	2.7083	35.939	0.090148	vapor
959.31	0.10000	0.012541	79.736	62.250	70.223	167.72	32.443	40.775	745.72	2.6905	36.026	0.090442	vapor
961.53	0.10000	0.012512	79.921	62.322	70.314	167.81	32.472	40.804	746.52	2.6728	36.112	0.090735	vapor
963.74	0.10000	0.012484	80.105	62.393	70.404	167.91	32.500	40.832	747.31	2.6553	36.199	0.091030	vapor
965.95	0.10000	0.012455	80.289	62.465	70.494	168.00	32.528	40.860	748.10	2.6379	36.286	0.091324	vapor
968.17	0.10000	0.012426	80.473	62.537	70.585	168.10	32.556	40.888	748.90	2.6207	36.373	0.091619	vapor
970.38	0.10000	0.012398	80.657	62.610	70.675	168.19	32.585	40.916	749.69	2.6036	36.460	0.091913	vapor
972.59	0.10000	0.012370	80.842	62.682	70.766	168.28	32.613	40.944	750.47	2.5867	36.546	0.092208	vapor
974.81	0.10000	0.012342	81.026	62.754	70.857	168.38	32.641	40.972	751.26	2.5699	36.633	0.092503	vapor
977.02	0.10000	0.012314	81.210	62.826	70.947	168.47	32.669	41.001	752.05	2.5532	36.719	0.092799	vapor
979.23	0.10000	0.012286	81.394	62.899	71.038	168.56	32.698	41.029	752.84	2.5367	36.806	0.093094	vapor
981.45	0.10000	0.012258	81.579	62.971	71.129	168.65	32.726	41.057	753.62	2.5204	36.892	0.093390	vapor
983.66	0.10000	0.012231	81.763	63.044	71.220	168.75	32.754	41.085	754.41	2.5042	36.979	0.093686	vapor
985.87	0.10000	0.012203	81.947	63.116	71.311	168.84	32.782	41.113	755.19	2.4881	37.065	0.093982	vapor
988.09	0.10000	0.012176	82.131	63.189	71.402	168.93	32.811	41.141	755.97	2.4721	37.151	0.094279	vapor
990.30	0.10000	0.012148	82.315	63.261	71.493	169.02	32.839	41.169	756.75	2.4563	37.238	0.094575	vapor
992.51	0.10000	0.012121	82.500	63.334	71.584	169.12	32.867	41.197	757.53	2.4406	37.324	0.094872	vapor
994.73	0.10000	0.012094	82.684	63.407	71.675	169.21	32.895	41.226	758.31	2.4250	37.410	0.095169	vapor
996.94	0.10000	0.012067	82.868	63.480	71.767	169.30	32.924	41.254	759.09	2.4096	37.496	0.095466	vapor
999.16	0.10000	0.012041	83.052	63.553	71.858	169.39	32.952	41.282	759.87	2.3943	37.582	0.095763	vapor
1001.4	0.10000	0.012014	83.236	63.626	71.949	169.48	32.980	41.310	760.65	2.3791	37.668	0.096061	vapor
1003.6	0.10000	0.011987	83.421	63.699	72.041	169.57	33.008	41.338	761.42	2.3641	37.754	0.096359	vapor
1005.8	0.10000	0.011961	83.605	63.772	72.132	169.66	33.037	41.366	762.20	2.3491	37.840	0.096657	vapor
1008.0	0.10000	0.011935	83.789	63.845	72.224	169.76	33.065	41.394	762.97	2.3343	37.926	0.096955	vapor
1010.2	0.10000	0.011909	83.973	63.918	72.316	169.85	33.093	41.422	763.74	2.3196	38.012	0.097253	vapor
1012.4	0.10000	0.011882	84.157	63.992	72.407	169.94	33.121	41.450	764.51	2.3051	38.098	0.097552	vapor
1014.6	0.10000	0.011857	84.342	64.065	72.499	170.03	33.149	41.479	765.28	2.2906	38.184	0.097850	vapor
1016.9	0.10000	0.011831	84.526	64.138	72.591	170.12	33.178	41.507	766.05	2.2763	38.269	0.098149	vapor
1019.1	0.10000	0.011805	84.710	64.212	72.683	170.21	33.206	41.535	766.82	2.2621	38.355	0.098448	vapor
1021.3	0.10000	0.011779	84.894	64.285	72.775	170.30	33.234	41.563	767.59	2.2480	38.441	0.098747	vapor
1023.5	0.10000	0.011754	85.078	64.359	72.867	170.39	33.262	41.591	768.36	2.2340	38.526	0.099047	vapor
1025.7	0.10000	0.011728	85.263	64.433	72.959	170.48	33.290	41.619	769.12	2.2201	38.612	0.099346	vapor
1027.9	0.10000	0.011703	85.447	64.506	73.051	170.57	33.318	41.647	769.89	2.2064	38.697	0.099646	vapor
1030.1	0.10000	0.011678	85.631	64.580	73.143	170.66	33.347	41.675	770.65	2.1927	38.782	0.099946	vapor
1032.4	0.10000	0.011653	85.815	64.654	73.236	170.75	33.375	41.703	771.42	2.1792	38.868	0.10025	vapor
1034.6	0.10000	0.011628	85.999	64.728	73.328	170.84	33.403	41.731	772.18	2.1657	38.953	0.10055	vapor
1036.8	0.10000	0.011603	86.183	64.802	73.420	170.93	33.431	41.759	772.94	2.1524	39.038	0.10085	vapor
1039.0	0.10000	0.011578	86.368	64.876	73.513	171.01	33.459	41.787	773.70	2.1392	39.124	0.10115	vapor
1041.2	0.10000	0.011554	86.552	64.950	73.605	171.10	33.487	41.815	774.46	2.1261	39.209	0.10145	vapor
1043.4	0.10000	0.011529	86.736	65.024	73.698	171.19	33.515	41.843	775.22	2.1130	39.294	0.10175	vapor
1045.6	0.10000	0.011505	86.920	65.098	73.790	171.28	33.543	41.871	775.98	2.1001	39.379	0.10205	vapor
1047.8	0.10000	0.011480	87.104	65.173	73.883	171.37	33.571	41.899	776.74	2.0873	39.464	0.10235	vapor
1050.1	0.10000	0.011456	87.289	65.247	73.976	171.46	33.599	41.927	777.49	2.0746	39.549	0.10265	vapor
1052.3	0.10000	0.011432	87.473	65.321	74.069	171.55	33.627	41.955	778.25	2.0620	39.634	0.10296	vapor
1054.5	0.10000	0.011408	87.657	65.396	74.162	171.63	33.655	41.983	779.00	2.0495	39.719	0.10326	vapor
1056.7	0.10000	0.011384	87.841	65.471	74.255	171.72	33.683	42.011	779.76	2.0370	39.804	0.10356	vapor
1058.9	0.10000	0.011360	88.025	65.545	74.348	171.81	33.711	42.039	780.51	2.0247	39.888	0.10386	vapor
1061.1	0.10000	0.011337	88.209	65.620	74.441	171.90	33.739	42.066	781.26	2.0125	39.973	0.10416	vapor
1063.3	0.10000	0.011313	88.394	65.694	74.534	171.99	33.767	42.094	782.01	2.0003	40.058	0.10447	vapor
1065.6	0.10000	0.011290	88.578	65.769	74.627	172.07	33.795	42.122	782.76	1.9883	40.143	0.10477	vapor
1067.8	0.10000	0.011266	88.762	65.844	74.720	172.16	33.823	42.150	783.51	1.9764	40.227	0.10507	vapor
1070.0	0.10000	0.011243	88.946	65.919	74.814	172.25	33.851	42.178	784.26	1.9645	40.312	0.10538	vapor
1072.2	0.10000	0.011220	89.130	65.994	74.907	172.34	33.879	42.206	785.01	1.9527	40.396	0.10568	vapor
1074.4	0.10000	0.011196	89.314	66.069	75.000	172.42	33.907	42.234	785.75	1.9410	40.481	0.10598	vapor
1076.6	0.10000	0.011173	89.499	66.144	75.094	172.51	33.935	42.261	786.50	1.9295	40.565	0.10629	vapor
1078.8	0.10000	0.011150	89.683	66.219	75.188	172.60	33.963	42.289	787.24	1.9180	40.649	0.10659	vapor
1081.1	0.10000	0.011128	89.867	66.295	75.281	172.68	33.991	42.317	787.99	1.9065	40.734	0.10689	vapor
1083.3	0.10000	0.011105	90.051	66.370	75.375	172.77	34.018	42.345	788.73	1.8952	40.818	0.10720	vapor
1085.5	0.10000	0.011082	90.235	66.445	75.469	172.86	34.046	42.372	789.47	1.8840	40.902	0.10750	vapor
1087.7	0.10000	0.011060	90.419	66.521	75.562	172.94	34.074	42.400	790.22	1.8728	40.986	0.10781	vapor
1089.9	0.10000	0.011037	90.604	66.596	75.656	173.03	34.102	42.428	790.96	1.8617	41.070	0.10811	vapor
1092.1	0.10000	0.011015	90.788	66.672	75.750	173.11	34.130	42.456	791.70	1.8507	41.154	0.10841	vapor
1094.3	0.10000	0.010992	90.972	66.747	75.844	173.20	34.157	42.483	792.44	1.8398	41.238	0.10872	vapor
1096.5	0.10000	0.010970	91.156	66.823	75.938	173.29	34.185	42.511	793.18	1.8290	41.322	0.10902	vapor
1098.8	0.10000	0.010948	91.340	66.898	76.032	173.37	34.213	42.539	793.91	1.8182	41.406	0.10933	vapor
1101.0	0.10000	0.010926	91.524	66.974	76.127	173.46	34.240	42.566	794.65	1.8076	41.490	0.10963	vapor
1103.2	0.10000	0.010904	91.709	67.050	76.221	173.54	34.268	42.594	795.39	1.7970	41.574	0.10994	vapor
1105.4	0.10000	0.010882	91.893	67.126	76.315	173.63	34.296	42.621	796.12	1.7865	41.658	0.11025	vapor
1107.6	0.10000	0.010860	92.077	67.202	76.410	173.71	34.323	42.649	796.86	1.7760	41.741	0.11055	vapor
1109.8	0.10000	0.010839	92.261	67.278	76.504	173.80	34.351	42.677	797.59	1.7657	41.825	0.11086	vapor
1112.0	0.10000	0.010817	92.445	67.354	76.599	173.88	34.379	42.704	798.32	1.7554	41.909	0.11116	vapor
1114.3	0.10000	0.010796	92.629	67.430	76.693	173.97	34.406	42.732	799.06	1.7452	41.992	0.11147	vapor
1116.5	0.10000	0.010774	92.813	67.506	76.788	174.05	34.434	42.759	799.79	1.7350	42.076	0.11178	vapor
1118.7	0.10000	0.010753	92.998	67.583	76.882	174.14	34.461	42.787	800.52	1.7250	42.159	0.11208	vapor
1120.9	0.10000	0.010732	93.182	67.659	76.977	174.22	34.489	42.814	801.25	1.7150	42.243	0.11239	vapor
1123.1	0.10000	0.010711	93.366	67.735	77.072	174.31	34.516	42.842	801.98	1.7051	42.326	0.11270	vapor
1125.3	0.10000	0.010689	93.550	67.812	77.167	174.39	34.544	42.869	802.71	1.6952	42.409	0.11300	vapor
1127.5	0.10000	0.010668	93.734	67.888	77.262	174.48	34.571	42.896	803.43	1.6854	42.493	0.11331	vapor
1129.7	0.10000	0.010648	93.918	67.965	77.357	174.56	34.599	42.924	804.16	1.6757	42.576	0.11362	vapor
1132.0	0.10000	0.010627	94.102	68.041	77.452	174.64	34.626	42.951	804.89	1.6661	42.659	0.11392	vapor
1134.2	0.10000	0.010606	94.287	68.118	77.547	174.73	34.654	42.978	805.61	1.6565	42.742	0.11423	vapor
1136.4	0.10000	0.010585	94.471	68.195	77.642	174.81	34.681	43.006	806.34	1.6470	42.825	0.11454	vapor
1138.6	0.10000	0.010565	94.655	68.272	77.737	174.90	34.709	43.033	807.06	1.6376	42.908	0.11485	vapor
1140.8	0.10000	0.010544	94.839	68.349	77.832	174.98	34.736	43.060	807.78	1.6282	42.991	0.11516	vapor
1143.0	0.10000	0.010524	95.023	68.425	77.928	175.06	34.763	43.088	808.51	1.6189	43.074	0.11546	vapor
1145.2	0.10000	0.010503	95.207	68.502	78.023	175.15	34.791	43.115	809.23	1.6097	43.157	0.11577	vapor
1147.5	0.10000	0.010483	95.391	68.579	78.119	175.23	34.818	43.142	809.95	1.6005	43.240	0.11608	vapor
1149.7	0.10000	0.010463	95.576	68.657	78.214	175.31	34.845	43.169	810.67	1.5914	43.323	0.11639	vapor
1151.9	0.10000	0.010443	95.760	68.734	78.310	175.40	34.872	43.196	811.39	1.5824	43.405	0.11670	vapor
1154.1	0.10000	0.010423	95.944	68.811	78.405	175.48	34.900	43.224	812.11	1.5734	43.488	0.11701	vapor
1156.3	0.10000	0.010403	96.128	68.888	78.501	175.56	34.927	43.251	812.82	1.5645	43.571	0.11731	vapor
1158.5	0.10000	0.010383	96.312	68.966	78.597	175.64	34.954	43.278	813.54	1.5557	43.653	0.11762	vapor
1160.7	0.10000	0.010363	96.496	69.043	78.693	175.73	34.981	43.305	814.26	1.5469	43.736	0.11793	vapor
1162.9	0.10000	0.010343	96.680	69.120	78.789	175.81	35.008	43.332	814.97	1.5381	43.818	0.11824	vapor
1165.2	0.10000	0.010324	96.865	69.198	78.884	175.89	35.035	43.359	815.69	1.5295	43.901	0.11855	vapor
1167.4	0.10000	0.010304	97.049	69.276	78.980	175.97	35.062	43.386	816.40	1.5209	43.983	0.11886	vapor
1169.6	0.10000	0.010285	97.233	69.353	79.077	176.06	35.089	43.413	817.12	1.5123	44.066	0.11917	vapor
1171.8	0.10000	0.010265	97.417	69.431	79.173	176.14	35.116	43.440	817.83	1.5038	44.148	0.11948	vapor
1174.0	0.10000	0.010246	97.601	69.509	79.269	176.22	35.143	43.467	818.54	1.4954	44.230	0.11979	vapor
1176.2	0.10000	0.010226	97.785	69.587	79.365	176.30	35.170	43.494	819.25	1.4870	44.312	0.12010	vapor
1178.4	0.10000	0.010207	97.969	69.664	79.461	176.38	35.197	43.521	819.96	1.4787	44.394	0.12041	vapor
1180.7	0.10000	0.010188	98.154	69.742	79.558	176.47	35.224	43.548	820.68	1.4705	44.477	0.12072	vapor
1182.9	0.10000	0.010169	98.338	69.820	79.654	176.55	35.251	43.575	821.38	1.4623	44.559	0.12103	vapor
1185.1	0.10000	0.010150	98.522	69.898	79.751	176.63	35.278	43.601	822.09	1.4541	44.641	0.12134	vapor
1187.3	0.10000	0.010131	98.706	69.977	79.847	176.71	35.305	43.628	822.80	1.4460	44.723	0.12165	vapor
1189.5	0.10000	0.010112	98.890	70.055	79.944	176.79	35.332	43.655	823.51	1.4380	44.804	0.12196	vapor
1191.7	0.10000	0.010093	99.074	70.133	80.040	176.87	35.358	43.682	824.22	1.4300	44.886	0.12227	vapor
1193.9	0.10000	0.010075	99.258	70.211	80.137	176.95	35.385	43.708	824.92	1.4221	44.968	0.12259	vapor
1196.1	0.10000	0.010056	99.442	70.290	80.234	177.04	35.412	43.735	825.63	1.4142	45.050	0.12290	vapor
1198.4	0.10000	0.010037	99.627	70.368	80.331	177.12	35.439	43.762	826.33	1.4064	45.132	0.12321	vapor
1200.6	0.10000	0.010019	99.811	70.447	80.428	177.20	35.465	43.788	827.04	1.3986	45.213	0.12352	vapor
1202.8	0.10000	0.010001	99.995	70.525	80.525	177.28	35.492	43.815	827.74	1.3909	45.295	0.12383	vapor
1205.0	0.10000	0.0099821	100.18	70.604	80.622	177.36	35.519	43.842	828.44	1.3832	45.376	0.12414	vapor
1207.2	0.10000	0.0099638	100.36	70.682	80.719	177.44	35.545	43.868	829.14	1.3756	45.458	0.12446	vapor
1209.4	0.10000	0.0099456	100.55	70.761	80.816	177.52	35.572	43.895	829.85	1.3681	45.539	0.12477	vapor
1211.6	0.10000	0.0099274	100.73	70.840	80.913	177.60	35.598	43.921	830.55	1.3605	45.621	0.12508	vapor
1213.9	0.10000	0.0099093	100.92	70.919	81.010	177.68	35.625	43.948	831.25	1.3531	45.702	0.12539	vapor
1216.1	0.10000	0.0098912	101.10	70.998	81.108	177.76	35.651	43.974	831.95	1.3457	45.783	0.12570	vapor
1218.3	0.10000	0.0098733	101.28	71.077	81.205	177.84	35.678	44.000	832.64	1.3383	45.865	0.12602	vapor
1220.5	0.10000	0.0098553	101.47	71.156	81.302	177.92	35.704	44.027	833.34	1.3310	45.946	0.12633	vapor
1222.7	0.10000	0.0098375	101.65	71.235	81.400	178.00	35.731	44.053	834.04	1.3237	46.027	0.12664	vapor
1224.9	0.10000	0.0098197	101.84	71.314	81.497	178.08	35.757	44.080	834.74	1.3165	46.108	0.12695	vapor
1227.1	0.10000	0.0098020	102.02	71.393	81.595	178.16	35.783	44.106	835.43	1.3093	46.189	0.12727	vapor
1229.3	0.10000	0.0097843	102.20	71.472	81.693	178.24	35.810	44.132	836.13	1.3022	46.270	0.12758	vapor
1231.6	0.10000	0.0097667	102.39	71.551	81.790	178.32	35.836	44.158	836.82	1.2951	46.351	0.12789	vapor
1233.8	0.10000	0.0097492	102.57	71.631	81.888	178.40	35.862	44.185	837.52	1.2881	46.432	0.12821	vapor
1236.0	0.10000	0.0097317	102.76	71.710	81.986	178.48	35.889	44.211	838.21	1.2811	46.513	0.12852	vapor
1238.2	0.10000	0.0097143	102.94	71.790	82.084	178.56	35.915	44.237	838.90	1.2742	46.594	0.12883	vapor
1240.4	0.10000	0.0096970	103.12	71.869	82.182	178.63	35.941	44.263	839.60	1.2673	46.675	0.12915	vapor
1242.6	0.10000	0.0096797	103.31	71.949	82.280	178.71	35.967	44.289	840.29	1.2604	46.755	0.12946	vapor
1244.8	0.10000	0.0096625	103.49	72.028	82.378	178.79	35.993	44.315	840.98	1.2536	46.836	0.12977	vapor
1247.1	0.10000	0.0096453	103.68	72.108	82.476	178.87	36.019	44.341	841.67	1.2468	46.917	0.13009	vapor
1249.3	0.10000	0.0096282	103.86	72.188	82.574	178.95	36.045	44.367	842.36	1.2401	46.997	0.13040	vapor
1251.5	0.10000	0.0096112	104.05	72.268	82.672	179.03	36.071	44.393	843.05	1.2334	47.078	0.13072	vapor
1253.7	0.10000	0.0095942	104.23	72.348	82.771	179.11	36.097	44.419	843.74	1.2268	47.158	0.13103	vapor
1255.9	0.10000	0.0095773	104.41	72.428	82.869	179.18	36.123	44.445	844.43	1.2202	47.239	0.13134	vapor
1258.1	0.10000	0.0095604	104.60	72.508	82.967	179.26	36.149	44.471	845.11	1.2136	47.319	0.13166	vapor
1260.3	0.10000	0.0095436	104.78	72.588	83.066	179.34	36.175	44.497	845.80	1.2071	47.400	0.13197	vapor
1262.5	0.10000	0.0095269	104.97	72.668	83.164	179.42	36.201	44.523	846.49	1.2007	47.480	0.13229	vapor
1264.8	0.10000	0.0095102	105.15	72.748	83.263	179.50	36.227	44.549	847.17	1.1942	47.560	0.13260	vapor
1267.0	0.10000	0.0094936	105.33	72.828	83.362	179.58	36.253	44.574	847.86	1.1879	47.640	0.13292	vapor
1269.2	0.10000	0.0094770	105.52	72.908	83.460	179.65	36.279	44.600	848.54	1.1815	47.721	0.13323	vapor
1271.4	0.10000	0.0094605	105.70	72.989	83.559	179.73	36.304	44.626	849.22	1.1752	47.801	0.13355	vapor
1273.6	0.10000	0.0094441	105.89	73.069	83.658	179.81	36.330	44.652	849.91	1.1689	47.881	0.13386	vapor
1275.8	0.10000	0.0094277	106.07	73.150	83.757	179.89	36.356	44.677	850.59	1.1627	47.961	0.13418	vapor
1278.0	0.10000	0.0094113	106.25	73.230	83.856	179.96	36.381	44.703	851.27	1.1565	48.041	0.13449	vapor
1280.3	0.10000	0.0093951	106.44	73.311	83.954	180.04	36.407	44.728	851.95	1.1504	48.121	0.13481	vapor
1282.5	0.10000	0.0093788	106.62	73.391	84.054	180.12	36.433	44.754	852.63	1.1442	48.200	0.13512	vapor
1284.7	0.10000	0.0093627	106.81	73.472	84.153	180.20	36.458	44.779	853.31	1.1382	48.280	0.13544	vapor
1286.9	0.10000	0.0093466	106.99	73.553	84.252	180.27	36.484	44.805	853.99	1.1321	48.360	0.13576	vapor
1289.1	0.10000	0.0093305	107.18	73.633	84.351	180.35	36.509	44.830	854.67	1.1261	48.440	0.13607	vapor
1291.3	0.10000	0.0093145	107.36	73.714	84.450	180.43	36.535	44.856	855.35	1.1202	48.519	0.13639	vapor
1293.5	0.10000	0.0092986	107.54	73.795	84.550	180.50	36.560	44.881	856.03	1.1143	48.599	0.13670	vapor
1295.8	0.10000	0.0092827	107.73	73.876	84.649	180.58	36.585	44.907	856.71	1.1084	48.679	0.13702	vapor
1298.0	0.10000	0.0092668	107.91	73.957	84.748	180.66	36.611	44.932	857.38	1.1025	48.758	0.13734	vapor
1300.2	0.10000	0.0092511	108.10	74.038	84.848	180.73	36.636	44.957	858.06	1.0967	48.838	0.13765	vapor
1302.4	0.10000	0.0092353	108.28	74.119	84.947	180.81	36.661	44.982	858.74	1.0909	48.917	0.13797	vapor
1304.6	0.10000	0.0092196	108.46	74.201	85.047	180.89	36.687	45.008	859.41	1.0852	48.996	0.13828	vapor
1306.8	0.10000	0.0092040	108.65	74.282	85.147	180.96	36.712	45.033	860.08	1.0795	49.076	0.13860	vapor
1309.0	0.10000	0.0091885	108.83	74.363	85.246	181.04	36.737	45.058	860.76	1.0738	49.155	0.13892	vapor
1311.2	0.10000	0.0091729	109.02	74.444	85.346	181.11	36.762	45.083	861.43	1.0681	49.234	0.13923	vapor
1313.5	0.10000	0.0091575	109.20	74.526	85.446	181.19	36.787	45.108	862.10	1.0625	49.314	0.13955	vapor
1315.7	0.10000	0.0091421	109.38	74.607	85.546	181.27	36.812	45.133	862.78	1.0570	49.393	0.13987	vapor
1317.9	0.10000	0.0091267	109.57	74.689	85.646	181.34	36.838	45.158	863.45	1.0514	49.472	0.14019	vapor
1320.1	0.10000	0.0091114	109.75	74.770	85.746	181.42	36.863	45.183	864.12	1.0459	49.551	0.14050	vapor
1322.3	0.10000	0.0090961	109.94	74.852	85.846	181.49	36.888	45.208	864.79	1.0404	49.630	0.14082	vapor
1324.5	0.10000	0.0090809	110.12	74.934	85.946	181.57	36.913	45.233	865.46	1.0350	49.709	0.14114	vapor
1326.7	0.10000	0.0090658	110.31	75.015	86.046	181.65	36.937	45.258	866.13	1.0296	49.788	0.14145	vapor
1329.0	0.10000	0.0090507	110.49	75.097	86.146	181.72	36.962	45.283	866.80	1.0242	49.867	0.14177	vapor
1331.2	0.10000	0.0090356	110.67	75.179	86.246	181.80	36.987	45.308	867.47	1.0189	49.945	0.14209	vapor
1333.4	0.10000	0.0090206	110.86	75.261	86.347	181.87	37.012	45.333	868.13	1.0136	50.024	0.14241	vapor
1335.6	0.10000	0.0090056	111.04	75.343	86.447	181.95	37.037	45.357	868.80	1.0083	50.103	0.14273	vapor
1337.8	0.10000	0.0089907	111.23	75.425	86.547	182.02	37.062	45.382	869.47	1.0030	50.182	0.14304	vapor
